,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad
235,2012.12.30,2012,Unprovoked,australia,Surfing,"No injury, chunk missing from surfboard",Dec,N,M,Unspecified,23.0
236,2012.12.28,2012,Unprovoked,australia,Paddle boarding,Lacerations to thigh and hand,Dec,N,M,Bull,29.0
237,2012.12.19,2012,Unprovoked,australia,Surfing,No injury,Dec,N,M,Tiger,32.0
238,2012.12.05,2012,Unprovoked,usa,Surfing,Lacerations to left foot,Dec,N,M,Unspecified,60.0
239,2012.12.02,2012,Unprovoked,australia,Spearfishing,Minor puncture wounds to knee,Dec,N,M,Tiger,31.0
240,2012.11.30,2012,Unprovoked,usa,Snorkeling,Lacerations to thigh & lower left leg,Nov,N,M,Tiger,61.0
241,2012.11.22,2012,Unprovoked,mexico,Swimming,FATAL,Nov,Y,M,Unspecified,32.0
242,2012.11.19,2012,Unprovoked,usa,Surfing,Minor lacerations to left foot & heel,Nov,N,M,Unspecified,14.0
243,2012.11.04.b,2012,Unprovoked,usa,Diving,Right lower leg and foot bitten,Nov,N,M,Tiger,30.0
244,2012.11.04.a,2012,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Nov,N,M,Tiger,43.0
245,2012.10.30,2012,Unprovoked,usa,Surfing,Multiple lacerations to torso,Oct,N,M,White,25.0
246,2012.10.27,2012,Unprovoked,usa,Swimming,"Puncture wounds to thigh, defense wounds  to hand",Oct,N,F,Tiger,51.0
247,2012.10.23,2012,Unprovoked,usa,Surfing,FATAL,Oct,Y,M,White,39.0
248,2012.10.18.a,2012,Unprovoked,usa,Paddle boarding,"No injury, board bitten",Oct,N,M,Unspecified,55.0
249,2012.10.02,2012,Unprovoked,australia,Bodyboarding,"No injury, but swim fin bitten & torn",Oct,N,M,Unspecified,11.0
250,2012.09.25,2012,Unprovoked,usa,Surfing,Lacerations to left forearm,Sep,N,M,Unspecified,21.0
251,2012.09.24,2012,Unprovoked,usa,Surfing,Left foot bitten,Sep,N,M,Unspecified,22.0
252,2012.09.02.b,2012,Unprovoked,usa,Boogie boarding,Puncture wounds to calf and hand,Sep,N,F,Unspecified,8.0
253,2012.09.02.a,2012,Unprovoked,usa,Swimming or boogie boarding,Puncture wound to left ankle,Sep,N,F,Unspecified,56.0
254,2012.08.09,2012,Unprovoked,usa,Free diving ,Lacerations to little finger of left hand,Aug,N,M,Lemon,56.0
255,2012.07.31.a,2012,Unprovoked,australia,Surfing,Lacerations to torso & arm,Jul,N,M,White,48.0
256,2012.07.30.a,2012,Unprovoked,usa,Body surfing,Lacerations to both legs below the knees,Jul,N,M,White,50.0
257,2012.07.14,2012,Unprovoked,australia,Surfing,FATAL,Jul,Y,M,White,24.0
258,2012.07.07.a,2012,Boating,usa,Kayaking,"No injury, kayak bitten",Jul,N,M,Unspecified,52.0
259,2012.07.06,2012,Unprovoked,south africa,Surfing,Lacerattions to left thigh & knee,Jul,N,M,Unspecified,29.0
260,2012.06.26.c,2012,Unprovoked,usa,Swimming,Thigh bitten,Jun,N,M,Bull,6.0
261,2012.06.26.a,2012,Unprovoked,usa,Sitting in the water,Laceration to left calf,Jun,N,F,Unspecified,16.0
262,2012.06.20,2012,Unprovoked,australia,Surf skiing ,"No injury, ski severely damaged",Jun,N,M,Unspecified,62.0
263,2012.06.15,2012,Provoked,usa,Fishing,Superficial injury to calf by hooked shark PROVOKED ACCIDENT,Jun,N,M,Unspecified,23.0
264,2012.06.14.d,2012,Unprovoked,usa,Swimming,Foot & hand bitten,Jun,N,F,Unspecified,18.0
265,2012.06.14.a,2012,Unprovoked,usa,Swimming,Laceration to right foot,Jun,N,M,Unspecified,16.0
266,2012.06.12,2012,Unprovoked,australia,Surfing,Laceration to right foot,Jun,N,M,Unspecified,42.0
267,2012.06.10,2012,Provoked,italy,Attempting to rescue an injured & beached shark,Lower left leg injured PROVOKED ACCIDENT,Jun,Unknown,M,Unspecified,57.0
268,2012.06.03,2012,Unprovoked,australia,Surf skiing ,"No injury, ski bitten",Jun,N,M,White,30.0
269,2012.05.31,2012,Unprovoked,usa,Wading,Foot bitten,May,N,F,Unspecified,33.0
270,2012.05.29,2012,Unprovoked,mexico,Free diving / spearfishing,Left hand severed,May,N,M,Bull,46.0
271,2012.05.23,2012,Unprovoked,usa,Surfing,Lacerations to foot,May,N,M,Unspecified,22.0
272,2012.05.12,2012,Boating,usa,Kayaking / Fishing,"No injury, kayaker fell in the water when kayak bitten by a shark",May,N,M,White,30.0
273,2012.05.06,2012,Unprovoked,usa,Paddle boarding,"No injury, shark bit paddleboard",May,N,F,White,15.0
274,2012.04.19.b,2012,Unprovoked,usa,Surfing,Lacerations to hand,Apr,N,M,Unspecified,28.0
275,2012.04.19.a,2012,Unprovoked,south africa,Body boarding,FATAL,Apr,Y,M,White,20.0
276,2012.04.03,2012,Unprovoked,usa,Surfing,Lacerations to left foot,Apr,N,M,Tiger,28.0
277,2012.03.31,2012,Unprovoked,australia,Scuba diving,FATAL,Mar,Y,M,White,33.0
278,2012.03.20,2012,Unprovoked,australia,Surfing,Lacerations to left calf,Mar,N,M,Bull,20.0
279,2012.03.15,2012,Unprovoked,usa,Surfing,Left forearm bitten,Mar,N,M,Bull,61.0
280,2012.03.14.b,2012,Unprovoked,usa,Surfing,Bitten on ankle,Mar,N,F,Unspecified,15.0
281,2012.03.14.a,2012,Unprovoked,usa,Surfing,Bitten on calf,Mar,N,M,Unspecified,17.0
282,2012.03.06.a,2012,Provoked,australia,"Diving, feeding sharks",Superficial lacerations to right side of face PROVOKED ACCIDENT,Mar,N,F,Unspecified,34.0
283,2012.03.04,2012,Unprovoked,usa,Kite Surfing,Lacerations to left calf,Mar,N,M,Unspecified,19.0
284,2012.01.19,2012,Unprovoked,australia,Snorkeling,Lacerations to right forearm,Jan,N,M,Tiger,26.0
285,2012.01.18.a,2012,Unprovoked,australia,Surfing,Lacerations to thigh,Jan,N,M,White,44.0
286,2012.01.15,2012,Unprovoked,south africa,Swimming,FATAL,Jan,Y,M,Bull,25.0
287,2012.01.03,2012,Unprovoked,australia,Surfing,Right forearm and wrist injured,Jan,N,M,Unspecified,28.0
288,2012.01.02,2012,Unprovoked,australia,Spearfishing,"No injury, punctures to swim fin",Jan,N,M,Tiger,34.0
289,2011.12.11,2011,Unprovoked,australia,Surfing,5 puncture wounds to thigh,Dec,N,M,White,51.0
290,2011.11.28,2011,Unprovoked,australia,Swimming,Puncture marks to foot,Nov,N,M,Unspecified,10.0
291,2011.10.22,2011,Unprovoked,australia,Diving,FATAL,Oct,Y,M,White,32.0
292,2011.10.19,2011,Unprovoked,australia,Diving,Small bruise to calf,Oct,N,M,Unspecified,50.0
293,2011.09.30,2011,Invalid,usa,Surfing,Lacerations to lower right leg ,Sep,Unknown,M,Unspecified,27.0
294,2011.09.28.a,2011,Unprovoked,south africa,Swimming,"Right leg severed, left leg lacerated",Sep,N,M,White,43.0
295,2011.09.24.b,2011,Unprovoked,usa,Spearfishing,Laceration to left thigh,Sep,N,M,Bull,21.0
296,2011.09.16,2011,Unprovoked,usa,Surfing,Lacerations to arm,Sep,N,M,Unspecified,25.0
297,2011.09.11.a,2011,Unprovoked,papua new guinea,Kite Surfing,Lacerations to right leg,Sep,N,M,Tiger,30.0
298,2011.09.04.a,2011,Unprovoked,australia,Body boarding,FATAL,Sep,Y,M,White,21.0
299,2011.09.02,2011,Unprovoked,usa,Surfing,Lacerations to ankle & foot,Sep,N,M,Unspecified,19.0
300,2011.08.31,2011,Unprovoked,usa,Surfing,Lacerations to lower leg,Aug,N,M,Unspecified,19.0
301,2011.08.28.b,2011,Invalid,australia,Swimming,FATAL,Aug,Unknown,M,Unspecified,48.0
302,2011.08.23,2011,Unprovoked,south africa,Surfing,FATAL,Aug,Y,M,White,49.0
303,2011.08.17.c.,2011,Unprovoked,usa,Wading,Lacerations to foot,Aug,N,F,Tiger,20.0
304,2011.08.17.a,2011,Unprovoked,russia,Swimming,Hands severed,Aug,N,M,Unspecified,25.0
305,2011.08.16.c,2011,Unprovoked,french polynesia,Surfing,"No injury, board bitten",Aug,N,M,Grey,32.0
306,2011.08.16.a,2011,Unprovoked,seychelles,Swimming or Snorkeling,FATAL,Aug,Y,M,Bull,30.0
307,2011.07.22,2011,Unprovoked,south africa,Surfing,Upper left arm & right leg bitten,Jul,N,M,White,29.0
308,2011.06.28,2011,Unprovoked,south africa,Scuba diving,Severe lacerations to hands and  left leg,Jun,N,M,Bull,22.0
309,2011.06.26,2011,Unprovoked,usa,Playing in the surf,Ankle bitten,Jun,N,F,Bull,10.0
310,2011.06.12,2011,Unprovoked,usa,Scuba diving,Lacerations to right calf,Jun,N,M,Unspecified,28.0
311,2011.06.06.a,2011,Unprovoked,usa,Wading,Puncture wound to calf,Jun,N,M,Unspecified,19.0
312,2011.05.21.b,2011,Unprovoked,south africa,Spearfishing,"Thigh bitten, FATAL",May,Y,M,Unspecified,28.0
313,2011.05.21.a,2011,Unprovoked,new caledonia,Kite Boarding,"Thigh bitten, FATAL",May,Y,M,Tiger,15.0
314,2011.04.23,2011,Unprovoked,australia,Washing sand off a speared fish,Heel bitten,Apr,N,M,Unspecified,17.0
315,2011.04.22,2011,Unprovoked,usa,Surfing ,Minor puncture wounds,Apr,N,M,Unspecified,49.0
316,2011.04.16,2011,Unprovoked,new zealand,Surfing,Puncture to left hand,Apr,N,M,Unspecified,41.0
317,2011.03.23,2011,Unprovoked,australia,Surfing,Severe injury to left forearm,Mar,N,M,Bull,48.0
318,2011.03.16,2011,Unprovoked,australia,Wakeboarding,"Severe injuries to head, neck, shoulder & upper left arm",Mar,N,F,Unspecified,24.0
319,2011.02.28.R,2011,Provoked,australia,Fishing,Lacerations to right hand by hooked shark PROVOKED INCIDENT,Feb,N,M,Bull,36.0
320,2011.02.23,2011,Unprovoked,new caledonia,Spearfishing,Lacerations to left forearm,Feb,N,M,Unspecified,21.0
321,2011.02.17,2011,Unprovoked,australia,Diving for abalone,FATAL,Feb,Y,M,White,49.0
322,2011.01.31,2011,Unprovoked,mexico,Swimming,"Leg, forearm & hand severely bitten",Jan,N,F,Unspecified,38.0
323,2011.01.26,2011,Unprovoked,bahamas,Scuba diving,Arm bitten ,Jan,N,M,Unspecified,55.0
324,2011.01.20,2011,Invalid,australia,Swimming,Lacerations to both legs,Jan,Unknown,F,Unspecified,7.0
325,2010.12.26,2010,Unprovoked,usa,Body boarding,"Lacerations to his lower left leg, calf, foot & ankle",Dec,N,M,Unspecified,16.0
326,2010.12.05,2010,Unprovoked,egypt,Snorkeling,FATAL,Dec,Y,F,White,25.0
327,2010.12.01.b,2010,Unprovoked,egypt,Snorkeling,Both arms severely bitten,Dec,N,M,Unspecified,54.0
328,2010.12.01.a,2010,Unprovoked,egypt,Snorkeling,Lacerations to right leg,Dec,N,M,Unspecified,46.0
329,2010.11.30.b,2010,Unprovoked,egypt,Snorkeling,"Foot severed, Right forearm severed, lacerations to left hand (defense wounds)",Nov,N,F,White,25.0
330,2010.11.30.a,2010,Unprovoked,egypt,Snorkeling,Foot and arm bitten,Nov,N,F,White,48.0
331,2010.10.30,2010,Unprovoked,australia,Snorkeling,Torso and left buttock bitten,Oct,N,F,White,20.0
332,2010.10.23.b,2010,Unprovoked,usa,Scuba diving,"No injury to diver, shark bit his video camera",Oct,N,M,Unspecified,30.0
333,2010.10.22,2010,Unprovoked,usa,Body boarding,FATAL,Oct,Y,M,White,19.0
334,2010.10.09,2010,Unprovoked,australia,Surfing,Foot bitten,Oct,N,M,Bull,22.0
335,2010.09.27,2010,Unprovoked,usa,Surfing,"No injury, surfboard rammed",Sep,N,M,White,29.0
336,2010.09.13,2010,Unprovoked,australia,Surfing,Lacerations and puncture wounds to leg and foot,Sep,N,M,Unspecified,15.0
337,2010.08.17,2010,Unprovoked,australia,Surfing,FATAL,Aug,Y,M,White,31.0
338,2010.08.02.a,2010,Unprovoked,usa,Standing,Lacerations to forearm,Aug,N,F,Unspecified,37.0
339,2010.07.19,2010,Unprovoked,usa,Swimming,Minor lacerations to left calf,Jul,N,M,Unspecified,10.0
340,2010.07.17.b,2010,Unprovoked,usa,Swimming,Lacerations to right forearm,Jul,N,F,Tiger,13.0
341,2010.07.16.b,2010,Provoked,spain,Swimming,Lacerations to left foot when he stepped on the shark PROVOKED INCIDENT,Jul,N,M,Unspecified,9.0
342,2010.07.03,2010,Provoked,usa,Fishing,Laceration to right bicep by hooked shark PROVOKED INCIDENT,Jul,N,M,Unspecified,20.0
343,2010.07.02.b,2010,Unprovoked,usa,Surfing,Laceration to left foot,Jul,N,M,Unspecified,19.0
344,2010.07.02.a,2010,Unprovoked,usa,Stand-Up Paddleboarding,"No injury, board bumped by shark",Jul,N,M,Unspecified,48.0
345,2010.06.15,2010,Unprovoked,vietnam,Swimming,Laceration to left foot,Jun,N,M,Unspecified,17.0
346,2010.06.10,2010,Unprovoked,usa,Boogie Boarding,Lacerations to left calf and foot,Jun,N,F,Unspecified,18.0
347,2010.05.30,2010,Provoked,usa,Fishing,Laceration to left calf by hooked shark PROVOKED INCIDENT,May,N,M,Lemon,49.0
348,2010.05.18.c,2010,Unprovoked,vietnam,Rescuing,Minor laceration to leg,May,N,F,Unspecified,58.0
349,2010.05.18.b,2010,Unprovoked,vietnam,Swimming,Severe lacerations to left foot,May,N,F,Unspecified,60.0
350,2010.05.01,2010,Unprovoked,usa,Wading,Minor puncture wounds to right ankle,May,N,F,Unspecified,10.0
351,2010.04.28,2010,Provoked,usa,Measuring sharks,Arm bitten PROVOKED INCIDENT ,Apr,N,M,Lemon,29.0
352,2010.04.19,2010,Unprovoked,usa,Surfing,"No injury, surfboard bitten",Apr,N,M,Unspecified,25.0
353,2010.04.13,2010,Unprovoked,south africa,Surfing,Both feet bitten,Apr,N,M,Unspecified,35.0
354,2010.04.04,2010,Unprovoked,egypt,Swimming / treading water,Lacerations to left ankle and foot,Apr,N,M,White,24.0
355,2010.03.27,2010,Unprovoked,reunion,Surfing,"No injury, board bitten",Mar,N,M,Unspecified,34.0
356,2010.02.13,2010,Unprovoked,australia,Snorkeling,Lacerations to legs & buttocks,Feb,N,F,Unspecified,60.0
357,2010.02.11,2010,Unprovoked,australia,Surfing,"Minor injury, lacerations to left lower leg",Feb,N,M,Unspecified,46.0
358,2010.02.06.b,2010,Unprovoked,australia,Body boarding,"No injury, shark & board collided",Feb,N,M,White,18.0
359,2010.02.04,2010,Invalid,guam,Spearfishing (free diving),Shark bites were post-mortem,Feb,Unknown,M,Unspecified,31.0
360,2010.02.01,2010,Provoked,new zealand,Boogie Boarding,Stepped on shark PROVOKED INCIDENT,Feb,N,F,Unspecified,14.0
361,2010.01.12,2010,Unprovoked,south africa,Standing,FATAL,Jan,Y,M,White,37.0
362,2009.12.22,2009,Unprovoked,mozambique,Swimming,Multiple lacerations to right torso & arm. Defense wounds on  hands,Dec,N,M,Unspecified,27.0
363,2009.12.20.a,2009,Unprovoked,australia,Spearfishing,Lacerations to hand & forearm,Dec,N,M,Bull,18.0
364,2009.12.06,2009,Provoked,usa,Diving,Lacerations & puncture wounds to right calf & ankle when diver accidentally backed into the shark  PROVOKED INCIDENT,Dec,N,M,Tiger,58.0
365,2009.11.25,2009,Invalid,usa,Surfing,Puncture wounds to right foot,Nov,Unknown,M,Unspecified,49.0
366,2009.11.24,2009,Unprovoked,usa,Wading,Left foot bitten,Nov,N,M,Unspecified,10.0
367,2009.11.16.b,2009,Unprovoked,usa,Fishing,Puncture wounds and minor lacerations to dorsal surface of his left hand,Nov,N,M,Unspecified,31.0
368,2009.11.11,2009,Unprovoked,usa,Surfing,Foot bitten,Nov,N,M,Unspecified,18.0
369,2009.11.08,2009,Unprovoked,australia,Kayaking,Ankle bitten,Nov,N,M,Unspecified,25.0
370,2009.10.30,2009,Boating,australia,Kayaking,"No injury, shark bit kayak",Oct,N,M,White,27.0
371,2009.10.19,2009,Unprovoked,usa,Surfing,Bitten on upper right thigh & right ankle,Oct,N,M,Unspecified,54.0
372,2009.10.17,2009,Provoked,scotland,Diving,15-20 puncture wounds to arm by captive shark  PROVOKED INCIDENT ,Oct,N,M,Unspecified,23.0
373,2009.10.02,2009,Provoked,united kingdom,Fishing,Injury to forearm from shark's spine PROVOKED INCIDENT ,Oct,N,M,Unspecified,39.0
374,2009.09.12,2009,Invalid,usa,Swimming,FATAL,Sep,Y,M,Unspecified,60.0
375,2009.08.29,2009,Unprovoked,south africa,Surfing,FATAL,Aug,Y,M,White,25.0
376,2009.08.25,2009,Unprovoked,usa,Swimming,Puncture wounds to left foot & calf,Aug,N,F,White,22.0
377,2009.08.01,2009,Unprovoked,usa,Wade Fishing,Right ankle & foot bitten,Aug,N,M,Bull,56.0
378,2009.07.04,2009,Provoked,usa,Swimming,Thigh injured by hooked shark PROVOKED INCIDENT,Jul,N,F,Unspecified,43.0
379,2009.06.27,2009,Unprovoked,australia,Surfing,2-inch laceration to upper left arm,Jun,N,M,Unspecified,52.0
380,2009.06.16,2009,Invalid,usa,Crawling,2-inch laceration to upper left arm,Jun,Unknown,M,Unspecified,14.0
381,2009.06.01,2009,Unprovoked,egypt,Snorkeling,FATAL,Jun,Y,F,White,50.0
382,2009.05.31,2009,Provoked,taiwan,Fishing,Lacerations to knee & left lower leg by electrocuted captive shark PROVOKED INCIDENT,May,N,M,Unspecified,46.0
383,2009.05.17,2009,Unprovoked,usa,Surfing,Lacerations to left leg & foot,May,N,M,Unspecified,31.0
384,2009.05.16.b,2009,Unprovoked,usa,Surfing,Lacerations to right foot,May,N,M,Unspecified,49.0
385,2009.05.16.a,2009,Unprovoked,usa,Surfing,Lacerations to right hand,May,N,M,Unspecified,55.0
386,2009.05.12,2009,Provoked,guam,Spearfishing,Speared shark bit his forearm PROVOKED INCIDENT,May,N,M,Unspecified,27.0
387,2009.04.17.,2009,Unprovoked,usa,Surfing,Laceration to forearm,Apr,N,M,Unspecified,31.0
388,2009.04.12,2009,Unprovoked,australia,Surf skiing ,"No injury, catapulted into the water & ski damage",Apr,N,M,Unspecified,40.0
389,2009.04.06.b,2009,Invalid,south africa,Swimming,Body not recovered,Apr,Unknown,M,Unspecified,24.0
390,2009.03.20,2009,Unprovoked,australia,Surfing,"Laceration to right foot, puncture wounds to calf",Mar,N,M,Unspecified,17.0
391,2009.03.18.a,2009,Unprovoked,usa,Surfing,Minor bite to ankle,Mar,N,F,Unspecified,17.0
392,2009.03.17,2009,Unprovoked,usa,Swimming,"Minor injury, bite chest and left calf",Mar,N,M,Unspecified,61.0
393,2009.03.02,2009,Provoked,south africa,Fishing,Lacerations to arm and 2 fingers by hooked shark PROVOKED INCIDENT,Mar,N,M,Unspecified,40.0
394,2009.03.01.a,2009,Unprovoked,australia,Surfing,Lacerations to leg,Mar,N,M,Unspecified,15.0
395,2009.02.12,2009,Unprovoked,australia,Surfing,Severe injury to hand ,Feb,N,M,White,33.0
396,2009.02.11,2009,Unprovoked,australia,"Diving, but on the surface when bitten by the shark",Severe injuries to right hand & right thigh. Right hand  surgically amputated & his right leg a week later,Feb,N,M,Bull,31.0
397,2009.02.07.b,2009,Unprovoked,australia,Surfing,"No injury, surfboard dented",Feb,N,M,White,41.0
398,2009.01.25,2009,Unprovoked,cuba,Spearfishing,Severe lacerations to lower left leg,Jan,N,M,Bull,15.0
399,2009.01.24.a,2009,Unprovoked,south africa,Swimming,FATAL,Jan,Y,M,Tiger,25.0
400,2009.01.12,2009,Unprovoked,australia,Snorkeling,Puncture wounds to right calf,Jan,N,M,Unspecified,24.0
401,2009.01.11.b,2009,Unprovoked,australia,Surfing,Severe lacerations to right leg,Jan,N,F,White,13.0
402,2009.01.11.a,2009,Unprovoked,australia,Surfing,Left thigh severely bitten,Jan,N,M,White,31.0
403,2009.01.06,2009,Unprovoked,new zealand,Swimming,Posterior thigh bitten,Jan,N,M,Unspecified,49.0
404,2008.12.27.b,2008,Boating,australia,Kayaking,"No injury, shark struck kayak, catapulting him into the water",Dec,N,M,White,29.0
405,2008.12.27.a,2008,Unprovoked,australia,Snorkeling,FATAL,Dec,Y,M,White,51.0
406,2008.12.10,2008,Provoked,south africa,Fishing,"Lacerations to knees, thigh and hip by hooked shark PROVOKED iNCIDENT  ",Dec,N,M,Unspecified,15.0
407,2008.10.22,2008,Provoked,australia,Scuba diving,Small laceration to head from captive shark,Oct,N,M,Grey,34.0
408,2008.10.06,2008,Unprovoked,croatia,Spearfishing,Calf bitten,Oct,N,M,White,43.0
409,2008.09.28.a,2008,Unprovoked,usa,Surfing,Right foot bitten,Sep,N,M,Unspecified,40.0
410,2008.09.15,2008,Provoked,australia,Swimming,Right hand lacerated by netted shark PROVOKED INCIDENT,Sep,N,M,Unspecified,43.0
411,2008.09.09,2008,Unprovoked,usa,Surfing,Bitten on right thigh & calf,Sep,N,M,Tiger,40.0
412,2008.09.07,2008,Unprovoked,australia,Surfing,Shark became tangled in his surfboard leash. The surfer was not injured,Sep,N,M,Unspecified,51.0
413,2008.09.01,2008,Unprovoked,usa,Surfing,Shark bumped right ankle,Sep,N,M,Unspecified,52.0
414,2008.08.30.b,2008,Invalid,usa,Swimming,Death was probably due to drowning,Aug,Unknown,M,Unspecified,27.0
415,2008.08.27,2008,Unprovoked,usa,Surfing,Lacerations to lower left leg,Aug,N,M,Unspecified,26.0
416,2008.08.22,2008,Invalid,usa,Surfing,Calf bitten,Aug,Unknown,F,Unspecified,20.0
417,2008.08.16,2008,Unprovoked,usa,Treading water,Severe lacerations to left foot,Aug,N,F,Bull,38.0
418,2008.07.30.R,2008,Unprovoked,australia,Surfing,"No injury, surfboard leash severed",Jul,N,M,White,31.0
419,2008.07.24.a,2008,Unprovoked,usa,Wading,Lacerations to dorsum of right foot ,Jul,N,F,Unspecified,8.0
420,2008.07.19,2008,Unprovoked,usa,Wading,Lacerations to lower left leg,Jul,N,M,Unspecified,16.0
421,2008.06.28.c,2008,Invalid,usa,Wading,Probable drowning with post-mortem bites,Jun,Unknown,M,Unspecified,53.0
422,2008.06.28.a,2008,Unprovoked,south africa,Surf skiing ,"No injury, ski bitten",Jun,N,M,White,46.0
423,2008.06.26.a,2008,Unprovoked,usa,Swimming,Lacerations to hand,Jun,N,M,Unspecified,37.0
424,2008.06.21,2008,Boating,usa,Kayaking," No injury. Shark bumped kayak, flinging her into the  water. ",Jun,N,F,White,40.0
425,2008.06.01.b,2008,Unprovoked,usa,Body surfing,Foot bitten,Jun,N,F,Unspecified,15.0
426,2008.06.01.a,2008,Unprovoked,brazil,Swimming,"Hand severed, buttocks bitten",Jun,N,M,Bull,14.0
427,2008.05.24.a,2008,Unprovoked,mexico,Surfing,Lacerations to right forearm and hand,May,N,M,Unspecified,49.0
428,2008.05.10,2008,Unprovoked,australia,Swimming,Severe lacerations to left leg,May,N,M,White,37.0
429,2008.05.07.b,2008,Unprovoked,new caledonia,Fishing,Lower legs bitten,May,N,M,Bull,40.0
430,2008.04.28.b,2008,Unprovoked,mexico,Surfing,FATAL    Severe bite to right thigh,Apr,Y,M,Tiger,24.0
431,2008.04.28.a,2008,Unprovoked,usa,Surfing,3-inch laceration to dorsal surface of left foot,Apr,N,M,Unspecified,18.0
432,2008.04.26.b,2008,Unprovoked,new caledonia,Swimming,Lacerations to left foot,Apr,N,M,Bull,32.0
433,2008.04.25,2008,Unprovoked,usa,Swimming,FATAL,Apr,Y,M,White,25.0
434,2008.04.18,2008,Invalid,mexico,Swimming,Probable drowning with post-mortem bites,Apr,Unknown,M,Unspecified,32.0
435,2008.04.17,2008,Invalid,australia,Surfing,2 puncture wounds to leg,Apr,Unknown,M,Unspecified,19.0
436,2008.04.15,2008,Unprovoked,usa,Surfing,Puncture wounds to right foot,Apr,N,M,Unspecified,30.0
