,case_number,year,type,country,activity,injury,mes,deceso,genero,especies,edad,wspeed_950mb,wspeed_900mb,wspeed_850mb,wspeed_800mb,wspeed_750mb,wspeed_700mb,wspeed_650mb,wspeed_600mb,wspeed_550mb,wspeed_500mb,wspeed_450mb,wspeed_400mb,wspeed_350mb,wspeed_300mb,wspeed_250mb,wspeed_200mb,wdir_200mb,wdir_250mb,wdir_300mb,wdir_350mb,wdir_400mb,wdir_450mb,wdir_500mb,wdir_550mb,wdir_600mb,wdir_650mb,wdir_700mb,wdir_750mb,wdir_800mb,wdir_850mb,wdir_900mb,wdir_950mb,rh_950mb,rh_900mb,rh_850mb,rh_800mb,rh_750mb,rh_700mb,rh_650mb,rh_600mb,rh_550mb,rh_500mb,rh_450mb,rh_400mb,rh_350mb,rh_300mb,rh_250mb,rh_200mb,timepoint,cloudcover,highcloud,midcloud,lowcloud,temp2m,lifted_index,rh2m,msl_pressure,prec_amount,snow_depth,wind10m.speed
617,2002.01.01.a,2002,Unprovoked,usa,Snorkeling,Lacerations to buttocks & thigh,Jan,N,M,Tiger,35.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
618,2001.10.02,2001,Unprovoked,australia,Snorkeling,Lacerations to right forearm & shoulder injured,Oct,N,F,Unspecified,20.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
619,2001.09.24,2001,Provoked,usa,"Surfing, fell off surfboard & stepped on the shark.",PROVOKED INCIDENT Several small lacerations on left foot ,Sep,N,M,Unspecified,21.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
620,2001.09.16,2001,Invalid,usa,Wreck / Technical diving,FATAL or drowning & scavenging,Sep,Y,M,Unspecified,42.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
621,2001.09.15.b,2001,Unprovoked,usa,Boogie boarding,"2 lacerations on lower back, punctures on buttock",Sep,N,M,Unspecified,6.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
622,2001.09.03.b,2001,Unprovoked,usa,Swimming ,FATAL,Sep,Y,M,White,28.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
623,2001.09.03.a,2001,Unprovoked,usa,Swimming,Left buttock & foot  severed,Sep,N,F,White,23.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
624,2001.09.02,2001,Unprovoked,usa,Wading,Right calf lacerated,Sep,N,M,Unspecified,20.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
625,2001.09.01,2001,Unprovoked,usa,Swimming ,"FATAL, thigh bitten ",Sep,Y,M,Bull,10.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
626,2001.08.22,2001,Unprovoked,usa,Surfing,Foot lacerated,Aug,N,M,Unspecified,17.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
627,2001.08.18.c,2001,Unprovoked,usa,Surfing,Cuts on right foot,Aug,N,M,Unspecified,20.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
628,2001.08.18.b,2001,Unprovoked,usa,Surfing,Back of left hand gashed,Aug,N,M,Unspecified,19.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
629,2001.08.18.a,2001,Unprovoked,usa,Surfing,Left ankle bitten,Aug,N,M,Unspecified,19.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
630,2001.07.15.a,2001,Unprovoked,usa,Boogie boarding,Foot lacerated,Jul,N,M,Unspecified,18.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
631,2001.07.06.a,2001,Unprovoked,usa,Swimming,"Arm severed, surgically reattached",Jul,N,M,Bull,8.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
632,2001.06.10,2001,Provoked,usa,Spearfishing,"No injury. Shark made threat display, then diver shot the shark PROVOKED INCIDENT",Jun,N,M,White,52.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
633,2001.06.03,2001,Unprovoked,usa,Wading,3 puncture wounds on each side of her left  hand,Jun,N,F,Unspecified,29.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
634,2001.05.03,2001,Unprovoked,usa,Surfing,Foot lacerated ,May,N,M,Unspecified,45.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
635,2001.04.13.a,2001,Unprovoked,usa,Surfing,Right foot & ankle lacerated,Apr,N,M,Unspecified,12.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
636,2001.04.12.c,2001,Unprovoked,usa,Surfing,Small cuts on big & pinky toes of left foot,Apr,N,M,Unspecified,21.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
637,2001.04.12.b,2001,Unprovoked,usa,Body boarding,Foot & ankle lacerated,Apr,N,M,Unspecified,12.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
638,2001.04.12.a,2001,Unprovoked,usa,Surfing,Foot lacerated,Apr,N,M,Unspecified,22.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
639,2001.04.11.d,2001,Unprovoked,usa,Surfing,Minor cuts on right heel & foot,Apr,N,M,Unspecified,19.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
640,2001.04.08.b,2001,Unprovoked,south africa,Surfing,"Thigh, hip & buttock bitten",Apr,N,M,White,46.0,2.515625,2.328125,2.28125,2.171875,2.203125,2.21875,2.34375,2.46875,2.625,3.125,3.65625,3.796875,3.71875,3.984375,4.234375,4.6875,200.46875,216.328125,210.078125,233.59375,236.484375,231.640625,231.640625,215.390625,212.890625,207.578125,194.765625,181.71875,162.1875,170.46875,160.0,141.171875,12.90625,9.984375,7.015625,7.65625,8.921875,7.9375,8.875,7.125,4.265625,2.484375,0.578125,0.453125,2.046875,3.75,5.46875,8.234375,97.5,5.390625,-9999.0,-9999.0,-9999.0,23.875,2.359375,10.203125,1019.28125,0.90625,0.0,2.53125
641,2001.04.05,2001,Unprovoked,usa,Standing alongside surfboard,Minor lacerations to dorsum of left foot,Apr,N,M,Unspecified,26.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
642,2001.04.02.a,2001,Unprovoked,australia,Surfing,Calf bitten,Apr,N,M,Unspecified,40.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
643,2001.02.04,2001,Unprovoked,australia,Surfing,Leg bitten,Feb,N,M,Unspecified,40.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
644,2000.12.03,2000,Unprovoked,australia,Spearfishing,Left elbow and forearm bitten,Dec,N,M,Unspecified,38.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
645,2000.11.18,2000,Unprovoked,usa,Swimming,Right calf lacerated,Nov,N,M,Unspecified,25.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
646,2000.11.06.b,2000,Unprovoked,australia,Swimming,Leg & feet lacerated,Nov,N,M,White,52.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
647,2000.11.06.a,2000,Unprovoked,australia,Swimming,"FATAL, torso bitten, leg severed ",Nov,Y,M,White,49.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
648,2000.11.04,2000,Unprovoked,usa,Surfing,Both thighs bitten,Nov,N,M,White,27.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
649,2000.10.18,2000,Unprovoked,usa,Swimming / snorkeling,Right side of back / torso lacerated,Oct,N,F,Tiger,56.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
650,2000.10.09,2000,Unprovoked,usa,Surfing,Foot lacerated,Oct,N,M,Unspecified,17.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
651,2000.10.06.b,2000,Unprovoked,usa,Surfing,Fingers lacerated,Oct,N,M,Unspecified,23.0,2.703125,2.96875,3.234375,3.578125,3.609375,3.828125,4.203125,4.5,4.703125,5.09375,5.28125,5.515625,5.90625,6.140625,6.546875,6.40625,265.546875,222.1875,218.59375,240.234375,241.09375,237.421875,251.953125,266.25,249.140625,254.375,254.84375,262.109375,266.640625,263.984375,240.703125,243.59375,3.984375,4.390625,4.78125,4.390625,4.28125,4.4375,3.53125,2.4375,2.9375,3.59375,4.234375,4.03125,4.234375,5.734375,6.671875,4.59375,97.5,4.5,-9999.0,-9999.0,-9999.0,11.90625,11.390625,3.921875,1018.125,0.28125,0.0,2.578125
652,2000.09.25,2000,Unprovoked,australia,Surfing,FATAL,Sep,Y,M,White,17.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
653,2000.09.24,2000,Unprovoked,australia,Surfing,FATAL,Sep,Y,M,White,25.0,3.515625,3.53125,3.453125,3.390625,3.328125,3.3125,3.359375,3.46875,3.484375,3.5625,3.671875,3.734375,3.890625,4.234375,4.859375,5.296875,143.359375,134.6875,124.453125,109.0625,107.421875,119.375,109.0625,108.515625,120.703125,118.203125,110.703125,120.0,129.453125,133.59375,123.671875,105.546875,13.703125,11.671875,8.5625,6.421875,5.546875,4.859375,4.125,3.890625,3.328125,3.3125,3.046875,2.8125,2.0,3.40625,3.640625,5.5625,97.5,3.40625,-9999.0,-9999.0,-9999.0,25.84375,-3.453125,10.75,1015.546875,3.0625,0.0,3.25
